MID,CATEGORY,SUB,MESSAGE,SEND_LOC
55784,안내,개인방역수칙,[장수군청] 코로나19예방 내가 먼저!▲벌초는 대행서비스▲고향및친지방문 자제▲만남은 영상통화▲불필요한 외출 자제▲마스크착용▲3밀장소 가지않기 등 방역수칙 준수바람 ,전라북도 장수군
55791,안내,개인방역수칙,"[김천시청] 코로나19 확산방지를 위해 실내외 마스크 착용 생활화, 불필요한 모임, 회식, 외출 자제 등 사회적 거리두기 실천에 동참하여 주시기 바랍니다. ",경상북도 김천시
55794,안내,행정안내,"[인천광역시]추석연휴기간(9.30~10.4)인천가족공원미운영/미리성묘,온라인성묘grave.insiseol.or.kr적극이용바랍니다/코로나우울상담은1577-0199 ",인천광역시 전체
55795,안내,개인방역수칙,"[함평군청]확진자 발생지역 방문자제, 실내외 마스크 항시 착용, 음식점 등에서 식사시 대화를 자제하여주시고, 가족 외 만남 자제 등 방역수칙 준수하시기 바랍니다. ",전라남도 함평군
55804,안내,행정안내,[서산시청] 오늘 12시부터 고위험시설(12개업종) 집합제한으로 완화(방문판매업 제외) ▲방역수칙 위반시 해당업체 집합금지 ▲확진자 발생시 해당업종 전체 집합금지 ,충청남도 서산시
55870,안내,개인방역수칙,"[청양군청] 청양군 코로나19 확산 방지 '잠시 휴' 캠페인 실시. 모임, 회식, 외출 자제 등 사회적 거리두기에 함께 동참합시다. ",충청남도 청양군
55877,안내,발생현황,"[영광군청] 수도권, 광주 등 전국에서 코로나19 확진자 다수 발생, 타지역 방문 자제, 실내외 마스크 반드시 착용, 음식점 등에서 식사시 대화 자제 바랍니다. ",전라남도 영광군
55880,안내,개인방역수칙,"[증평군청] 벌초는 대행서비스, 성묘는 온라인, 고향 방문은 자제 등 거리는 멀지만 따뜻한 마음은 가까이하는 추석을 지내시고 마스크 착용을 실천해주시기 바랍니다. ",충청북도 증평군
55882,안내,행정안내,[남해군청] 불법방문판매 및 유사방문 판매행위 집합금지 시행/ 미이행시 영업주 및 참석자 모두 불이익을 받을 수 있으니 주의하여 주시기 바랍니다. ,경상남도 남해군
55885,안내,개인방역수칙,"[하동군청] 올바른 마스크착용과 거리두기가 현재로선 최고의 백신입니다. 손씻기, 거리두기, 모임과 외출 자제 등 개인 방역수칙 준수 바랍니다. ",경상남도 하동군
55886,안내,개인방역수칙,[곡성군청] 코로나19예방 내가 먼저!▲벌초는 대행서비스▲고향및친지방문 자제▲만남은 영상통화▲불필요한 외출 자제▲마스크착용▲3밀장소 가지않기 등 방역수칙 준수바람 ,전라남도 곡성군
55887,안내,개인방역수칙,"[보령시청] 모두를 지키는 일상 속 마스크 착용, 이젠 의무입니다. 시민 여러분께서는 최대한 외출을 자제해주시고 마스크 착용 등 방역수칙을 반드시 지켜주세요 ",충청남도 보령시
55888,안내,개인방역수칙,"[진안군청]추석명절 사회적거리두기 실천이 중요 ▲고향방문,타지역 외출,성묘 자제 ▲지인과의 식사, 술자리 만남 자제 ▲부득이 외출시 마스크를 반드시 착용바랍니다. ",전라북도 진안군
55890,안내,개인방역수칙,[광양시청] 코로나19 예방 내가먼저 ▲벌초는 대행▲고향 및 친지방문 자제▲만남은 영상통화▲불필요한 외출 자제▲마스크착용 생활화 등 사회적 거리두기 동참바랍니다. ,전라남도 광양시
55897,안내,행정안내,"[경상북도청] 사회적 거리두기 2단계, 모임·집회·행사는 자제, 식사할 때는 대화를 삼가 주시고 평소에는 반드시 마스크 착용! 마스크 착용이 최고의 방역입니다. ",경상북도 전체
55902,안내,행정안내,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내] 1.외출시 마스크 착용 필수 2.필수적 사회경제 활동 외 모든 활동 자제 ,부산광역시 기장군
55904,안내,행정안내,[영주시청]전국적으로 불법 다단계 판매를 통한 코로나19감염이 확산되고 있습니다. 불법 다단계 판매를 발견하실 시 신고해주시기 바랍니다.054-639-6101 ,경상북도 영주시
55905,안내,발생현황,"[임실군청] 최근 광주,대전 등에서 코로나19 확진이 증가하고 있습니다. 이에 군민 여러분께서는 수도권을 포함한 타지역 방문을 자제하여 주시기 바랍니다. ",전라북도 임실군
55907,안내,발생현황,"[음성군청] 이천시 장호원읍 OO주간보호센터에서 확진자가 다수 발생함에 따라, 음성군민께서는 이동을 자제해주시고, 관련된 분은 음성군보건소와 상담하시기 바랍니다. ",충청북도 음성군
55910,안내,개인방역수칙,"[김해시청]벌초,성묘 때 코로나감염 우려가 크므로▲벌초대행 ▲고향방문자제▲악수 및 불필요한 외출자제▲마스크착용▲다중시설 짧게 머무르기▲사회적거리두기 준수바랍니다. ",경상남도 김해시
55911,안내,개인방역수칙,[봉화군청]추석명절 코로나19 안전당부-①벌초는 대행서비스로 ②고향방문 및 역귀성은 가급적 자제 바랍니다.(일상생활 마스크착용) ,경상북도 봉화군
55918,안내,발생현황,"[강진군청]광주 말바우 시장 등 북구에서 코로나19 계속 발생중입니다. 이지역 방문과 모임.외출 자제,실내.외 항상 마스크 착용,사람간 접촉 최소화하기 바랍니다. ",전라남도 강진군
55926,안내,개인방역수칙,"[창녕군청]코로나19 예방을 위해 추석 벌초는 가급적 대행서비스를 이용하고 고향방문·불필요한 외출자제, 마스크착용 의무화 등 사회적거리두기 실천에 동참 바랍니다. ",경상남도 창녕군
55929,안내,개인방역수칙,"[완도군청]②접촉자3명 진단검사 의뢰하고 안심숙소에 격리하였습니다. 코로나 예방을 위해 마스크 착용, 타 지역 방문 자제 등 방역수칙 준수바랍니다. ",전라남도 완도군
55930,안내,개인방역수칙,"[고령군청]코로나19 집단감염 예방을 위하여 사람간의 접촉을 최소화(2m 거리유지)하고 대화는 반드시 마스크착용 후 실시, 한두시간마다 환기 바랍니다. ",경상북도 고령군
55933,안내,발생현황,"[하동군청] 인근시군 확진자 발생, 나와 가족의 안전을 위하여 타지역 방문을 자제해 주시고, 일상생활속에서 올바른 마스크 쓰기 꼭 실천해 주세요. ",경상남도 하동군
55938,안내,개인방역수칙,"[진주시청]코로나19 확산방지와 가족, 이웃의 건강을 위해 이번 추석은 고향방문 및 타지역 이동을 자제하여 주시기 바랍니다. ",경상남도 진주시
55943,안내,개인방역수칙,[고흥군청]코로나19 예방 내가먼저!▲벌초는 대행서비스▲고향및친지 방문자제▲만남은 영상통화▲불필요한 외출자제▲마스크착용▲3밀장소 가지않기 등 방역수칙 준수바랍니다 ,전라남도 고흥군
55958,안내,발생현황,[이천시청]장호원노인주간보호센터(중원대로 1456) 확진자 다수 발생. 현재 방역소독 및 밀접접촉자 분류 등 역학조사 중. 추가감염 차단에 최선을 다하겠습니다. ,경기도 이천시
55971,안내,개인방역수칙,[안동시청]코로나19예방은 내가 먼저! ▲벌초는 대행서비스이용 ▲불필요한 외출·모임자제 ▲밀접·밀폐·밀집시설 방문자제 ▲마스크 착용 필수 등 방역수칙 준수바랍니다 ,경상북도 안동시
55974,안내,행정안내,"[기장군 마스크 배부알림] 마스크 수령시 마스크착용, 2m거리두기 등 3단계에 준하는 기장군 사회적 거리두기 4원칙을 준수하시기 바랍니다. ",부산광역시 기장군
55976,안내,개인방역수칙,"[태안군청] 코로나19 확산방지를 위해 타지역 방문 및 외출, 모임 등 대면 접촉 자제. 상시 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. ",충청남도 태안군
55985,안내,행정안내,"[구리시청]코로나19 확산 방지 위해 구리시립묘지 추석연휴 전면폐쇄, 추석 전후 분산 개방 시 이용(마스크착용). 내용은 eguri.kr/222084483244 ",경기도 구리시
55988,안내,개인방역수칙,[순창군청] 추석 명절 벌초 등을 위해 타지역 거주 향우가 방문할 수 있으므로 각 업소에서는 방역수칙을 철저히 준수하며 코로나19 예방바랍니다. ,전라북도 순창군
56003,안내,개인방역수칙,"[남원시청]코로나19 확산방지와 가족, 이웃의 건강을 위해 이번 추석은 고향방문 및 타지역 이동을 자제하여 주시기 바랍니다. ",전라북도 남원시
56008,안내,개인방역수칙,"[곡성군청]코로나19 확산방지와 가족, 이웃의 건강을 위해 이번 추석은 고향방문 및 타지역 이동을 자제하여 주시기 바랍니다. ",전라남도 곡성군
56014,안내,개인방역수칙,"[장수군청] 추석명절 예방을 위한 벌초는 대행서비스이용하시고 고향및친지 방문자제, 만남및안부는 영상통화, 불필요한 외출자재, 마스크착용 등 방역수칙 준수바랍니다. ",전라북도 장수군
56019,안내,개인방역수칙,[보성청] 코로나19 예방 이렇게! ①벌초는 대행서비스 ②고향 및 친지방문 자제 ③불필요한 외출자제 ④마스크착용 ⑤3밀장소 가지않기 등 방역수칙을 잘 지켜주세요! ,전라남도 보성군
56020,안내,발생현황,"[청주시청] 무증상 등에 의한 코로나19 확산이 우려됩니다. 모임·외출 자제, 마스크 착용, 손씻기, 거리두기 등 방역수칙 준수 바랍니다. ",충청북도 청주시
56021,안내,개인방역수칙,[보성군] 코로나19 예방 이렇게! ①벌초는 대행서비스 ②고향 및 친지방문 자제 ③불필요한 외출자제 ④마스크착용 ⑤3밀장소 가지않기 등 방역수칙을 잘 지켜주세요! ,전라남도 보성군
56025,안내,개인방역수칙,[구례군청]코로나19 예방 이렇게! ①벌초는 대행서비스 ②고향 및 친지방문 자제 ③불필요한 외출자제 ④마스크착용 ⑤3밀장소 가지않기 등 방역수칙을 잘 지켜주세요! ,전라남도 구례군
56029,안내,개인방역수칙,"[사천시청] 코로나19 예방을 위해 이번 추석은 고향 방문을 자제하여 주시고, 마스크 착용 등 사회적 거리두기 실천에 동참바랍니다. ",경상남도 사천시
56030,안내,개인방역수칙,"[순창군청] 코로나19 예방을 위하여 벌초는 대행 서비스 이용, 불필요한 외출·모임 자제, 마스크 착용, 2m이상 거리두기 등 실천 바랍니다. ",전라북도 순창군
56031,안내,개인방역수칙,"[청양군청] 청양군 코로나19 확산 방지 '잠시 휴' 캠페인 실시. 모임, 회식, 외출 자제 등 사회적 거리두기에 함께 동참합시다. ",충청남도 청양군
56032,안내,개인방역수칙,"[청양군청] 실내외 마스크착용, 가족, 친척 등 타지역 방문 및 청양방문 자제. 발열 등 이상증후 시 의료원 방문 검사 바랍니다. ",충청남도 청양군
56035,안내,개인방역수칙,[해남군청] 코로나19 예방 내가 먼저!▲벌초는 대행서비스▲고향 및 친지 방문 자제▲만남은 영상통화▲불필요한 외출 자제▲마스크 착용 등 방역수칙 준수 바랍니다. ,전라남도 해남군
56036,안내,개인방역수칙,[목포시청] 코로나19 예방을 위해▲불필요한 외출·모임은 연기나 취소 ▲마스크 반드시 착용▲2m 거리두기▲밀집·밀폐·밀접장소 가지 않기를 지켜주세요. ,전라남도 목포시
56048,안내,발생현황,[영암군청]광주에서 코로나19 감염이 지속 발생중입니다. ▲타지역 및 밀집·밀폐·밀접 장소 방문 자제 ▲2m거리두기와 마스크 착용 등 꼭 방역수칙을 준수바랍니다. ,전라남도 영암군
56064,안내,개인방역수칙,[안동시청]코로나19 예방 내가 먼저!/각종모임 자제 및 연기/마스크착용 및 손씻기 등 개인방역수칙 준수바랍니다. ,경상북도 안동시
56070,안내,행정안내,"[기장군]마스크 수령시 마스크착용, 2m거리두기 등 3단계에 준하는 기장군 사회적 거리두기 4원칙을 준수하시기 바랍니다. ",부산광역시 기장군
56080,안내,발생현황,"[울주군청] 코로나19 확진자 증가로 군민 여러분께서는 마스크 착용, 외출 자제 등 방역수칙을 준수해 주시기 바랍니다 ",울산광역시 울주군
56095,안내,발생현황,"[청양군청] 청양군 금일 신규확진자 없음. 인접시군 확진자 지속 발생중이니, 타지역 방문 및 외출, 모임 자제바랍니다. ",충청남도 청양군
56096,안내,개인방역수칙,"[청양군청] 청양군 코로나19 확산 방지 '잠시 휴' 캠페인 실시. 모임, 회식, 외출 자제 등 사회적 거리두기에 함께 동참합시다. ",충청남도 청양군
56105,안내,개인방역수칙,[영주시청]코로나19 확산 방지를 위해①벌초는 대행서비스 이용②추석명절 고향 및 친지방문 자제③안부인사는 영상통화로④마스크 착용 철저 등 방역수칙 준수 바랍니다. ,경상북도 영주시
56106,안내,개인방역수칙,[의성군청] 코로나19 지역전파 방지를 위해 이번 벌초는 ①우리끼리(친척왕래자제) ②안전하게(마스크착용)③마음으로(뒤풀이자제) 방역수칙을 준수하여 주시기 바랍니다 ,경상북도 의성군
56107,안내,발생현황,"[하동군청] 감염경로를 알 수 없는 사례 및 인근시군에서 확진자 지속 발생중, 타지역 방문 자제, 소규모 모임과 외출도 자제, 올바른 마스크 착용은 필수입니다. ",경상남도 하동군
56108,안내,개인방역수칙,[부여군청]코로나19예방은 내가 먼저! ▲벌초는 대행서비스이용▲불필요한 외출·모임자제▲밀접·밀폐·밀집시설 방문자제▲마스크 착용 필수 등 방역수칙 준수바랍니다. ,충청남도 부여군
56109,안내,개인방역수칙,"[남해군청] 코로나19 예방을 위해 전통시장에서 마스크 착용, 손소독 등 방역수칙 준수로 우리의 터전 청정 남해를 지켜 주시기 바랍니다. ",경상남도 남해군
56110,안내,개인방역수칙,"[순창군청] 코로나19 확산방지를 위해 타지역 방문 및 외출, 모임 등 접촉 자제. 상시 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. ",전라북도 순창군
56112,안내,발생현황,"[완도군청]9.11. 0시 기준 광주8명, 전남2명 확진자 발생. 코로나19 확산 방지위해 수도권과 타지역 방문 및 모임 자제, 마스크 쓰기 생활화 바랍니다. ",전라남도 완도군
56118,안내,개인방역수칙,"[상주시청]코로나19 확산 방지를 위해 벌초는 대행서비스 이용, 추석명절 고향 및 친지방문 자제, 안부인사는 영상통화로, 마스크착용 철저 등 방역수칙 준수바랍니다 ",경상북도 상주시
56121,안내,개인방역수칙,[안동시청]코로나19 예방을 위해 ▲벌초는 대행서비스이용 ▲불필요한 외출 및 타 지역 방문자제 ▲종교활동 비대면실시 ▲마스크 착용철저 등 개인방역수칙 준수바랍니다 ,경상북도 안동시
56129,안내,행정안내,"[기장군]마스크 수령시 마스크착용, 2m거리두기 등 3단계에 준하는 기장군 사회적 거리두기 4원칙을 준수하시기 바랍니다. ",부산광역시 기장군
56131,안내,발생현황,"[경상북도청] 코로나19 확진자가 일부지방으로 확산되고 있습니다. 주말 벌초 시 올바른 마스크착용과 손씻기, 개인 방역수칙을 준수하여 집단감염을 예방합시다. ",경상북도 전체
56138,안내,개인방역수칙,[봉화군청]추석명절 코로나19 예방당부 ①벌초는 지역대행서비스 ②고향방문 및 역귀성 자제 ②복지시설 영상통화 ③종교 비대면 예배 활용 등 방역수칙 준수 바랍니다. ,경상북도 봉화군
56141,안내,개인방역수칙,"[청주시청] 코로나19 예방을 위해 이번 추석에는 벌초 위탁, 귀성/역귀성 자제와 함께 마스크 쓰기, 손 씻기 등 방역수칙 준수 바랍니다. ",충청북도 청주시
56142,안내,개인방역수칙,[영암군청]코로나19 예방을 위해▲감염 발생지역 방문 자제 ▲고향 및 친지방문 자제 ▲출입명부작성 철저 ▲ 거리두기와 마스크착용 등 반드시 방역수칙 준수바랍니다. ,전라남도 영암군
56143,안내,개인방역수칙,"[임실군청]코로나19 예방을 위해 이번 추석명절은 고향 및 친지 방문 자제, 만남 및 안부는 영상통화. 불필요한 외출자제, 마스크 착용등 방역수칙 준수바랍니다 ",전라북도 임실군
56145,안내,개인방역수칙,[광양시청](올바른 마스크 착용) ▲코와 입 모두 가리기▲마스크 겉면 만지지 않기▲오래 사용하기 않기▲손씻고 마스크 착용하기▲공인 마스크 착용 등 실천바랍니다. ,전라남도 광양시
56150,안내,발생현황,"[진안군청]코로나19 산발적 확산심각▲추석명절 고향방문,성묘자제▲교회는 비대면 온라인 예배▲지인과의 외식,술자리 자제▲부득이 외출시 마스크를 반드시 착용바랍니다. ",전라북도 진안군
56151,안내,개인방역수칙,[사천시청]코로나19 예방은 내가 먼저! ▲벌초는 대행서비스 이용 ▲타지역 방문 및 모임 자제 ▲다중이용시설 자제 ▲마스크 반드시 착용 등 방역수칙 준수바랍니다. ,경상남도 사천시
56153,안내,발생현황,"[진도군청] 종교시설에서 코로나19 집단감염이 지속적으로 발생하고 있습니다. 모든 종교는 비대면, 온라인 예배를 강력히 권고합니다. 방역수칙 준수 바랍니다. ",전라남도 진도군
56154,안내,개인방역수칙,"[함양군청] 우리군 코로나19 확진자 발생되어, 타지역 방문, 행사, 모임을 자제하여 주시고, 마스크착용, 손씻기 등 생활방역수칙을 준수하여 주시기 바랍니다. ",경상남도 함양군
56158,안내,개인방역수칙,"[목포시청] 코로나19 확산 방지를 위해 시민의 실천이 중요합니다. 마스크 착용, 외출·모임 자제, 사람간 거리두기, 밀집·밀폐 장소 가지 않기를 실천해주세요! ",전라남도 목포시
56162,안내,발생현황,"[해남군청] 코로나19 산발적 확산 심각 ▲추석 고향 방문 및 성묘 자제 ▲전통시장(5일장), 마트 방문 시 마스크 착용, 거리두기 등 방역수칙 준수 바랍니다. ",전라남도 해남군
56166,안내,발생현황,"[곡성군청]9.11. 0시 기준 광주8명, 전남2명 확진자 발생. 코로나19 확산 방지위해 수도권과 타지역 방문 및 모임 자제, 마스크 쓰기 생활화 바랍니다. ",전라남도 곡성군
56169,안내,발생현황,"[산청군청] 인근지역에서 코로나19 확진자가 발생하였으니, 가급적 타지역 방문을 자제하여 주시고 마스크 착용 등 개인 위생관리에 만전을 기해주시기 바랍니다. ",경상남도 산청군
56171,안내,개인방역수칙,[서천군청]코로나19 예방은 이렇게! ▲벌초는 대행서비스 이용 ▲고향 및 친지방문자제▲만남은 영상통화▲불필요한 외출 자제▲마스크 착용 등 방역수칙 준수 바랍니다. ,충청남도 서천군
56172,안내,발생현황,"[곡성군청]코로나19 산발적 확산심각▲추석명절 고향방문,성묘자제▲교회는 비대면 온라인 예배▲지인과의 외식,술자리 자제▲부득이 외출시 마스크를 반드시 착용바랍니다. ",전라남도 곡성군
56175,안내,개인방역수칙,"[고성군청]코로나19 확산방지를 위해 벌초는 대행서비스 이용, 추석명절 고향 및 친지방문 자제, 안부인사는 영상통화로, 마스크착용 철저 등 방역수칙 준수바랍니다. ",경상남도 고성군
56188,안내,발생현황,[무주군청]코로나19 관련 인근지역에서 다수의 확진자 발생 ▲불필요한 외출자제▲언제 어디서나 마스크 착용▲악수 등 대면 접촉 안하기▲ 개인 방역수칙 준수바랍니다. ,전라북도 무주군
56189,안내,개인방역수칙,"[김천시청] 코로나19 확산방지를 위하여, 주말 타지역 방문 및 외출·모임·집합 등 대면접촉 자제, 상시 마스크 착용 등 방역수칙을 준수바랍니다. ",경상북도 김천시
56200,안내,행정안내,"[인천시]추석연휴9.30~10.4인천가족공원미운영/미리성묘,온라인성묘 http://grave.insiseol.or.kr적극이용바랍니다코로나우울상담1577-0199 ",인천광역시 전체
56204,안내,발생현황,"[중대본] 방문판매를 통한 감염 확산중 ▲방문판매 관련 행사,가상화폐 및 투자·건강기능식품 등 각종 설명회 참여자제 ▲참석후 증상이 있으면 검사 받으시기 바랍니다 ","강원도 전체,경기도 전체,경상남도 전체,경상북도 전체,광주광역시 전체,대구광역시 전체,대전광역시 전체,부산광역시 전체,서울특별시 전체,울산광역시 전체,인천광역시 전체,전라남도 전체,전라북도 전체,제주특별자치도 전체,충청남도 전체,충청북도 전체,세종특별자치시"
56213,안내,행정안내,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내] 1.외출시 마스크 착용 필수 2.필수적 사회경제 활동 외 모든 활동 자제 ,부산광역시 기장군
56215,안내,개인방역수칙,"[하동군청] 주말 벌초등으로 고향을 찾는 방문객이 많을 것으로 예상됩니다. 단체식사자제, 거리두기, 언제 어디서나 올바른 마스크 착용 간곡히 부탁드립니다. ",경상남도 하동군
56217,안내,발생현황,"[부안군청] 수도권 코로나 확산 지속,소모임 및 외부 방문객 만남을 자제하고 마스크 착용, 손씻기,다중이용시설 이용자제 등 방역수칙을 준수하여 청정부안 지킵시다. ",전라북도 부안군
56229,안내,발생현황,[거창군청]인근지역에서 코로나19 확진자가 발생하였으니 타지역 방문 및 행사 모임 등을 자제하여 주시고 마스크 착용 등 개인위생관리에 만전을 기해주시기 바랍니다. ,경상남도 거창군
56236,안내,개인방역수칙,[사천시청]추석명절 코로나19 예방 ▲고향 및 친지방문 자제 ▲안부인사는 영상통화 ▲벌초는 대행서비스이용 ▲마스크 반드시 착용 등 방역수칙 준수바랍니다. ,경상남도 사천시
56237,안내,개인방역수칙,[예천군청] 코로나19 예방 위해 -벌초는 대행 서비스 이용 -고향 방문 및 역귀성 자제 -영상통화로 명절인사 나누고 마스크 착용과 사회적 거리두기는 필수입니다. ,경상북도 예천군
56250,안내,발생현황,"[정읍시청2]타지역 확진자가 정읍방문하는 사례가 있으니 외래방문객 접촉자제,접촉시 반드시 마스크착용,발열 및 호흡기증상 있을 시 보건소(539-6112)문의 바람 ",전라북도 정읍시
56253,안내,개인방역수칙,[고창군청]코로나19 지역확산 방지를 위해 ▶안부인사는 영상통화 ▶벌초 대행 서비스 이용 권고▶타지역 이동 자제▶마스크 반드시 착용 등 방역수칙을 준수바랍니다. ,전라북도 고창군
56258,안내,개인방역수칙,"[함평군청]주말 확진자 발생지역 방문자제, 실내외 마스크 필수 착용, 음식점 등에서 식사시 대화 자제, 가족 외 만남 자제 등 방역수칙을 준수하여주시기 바랍니다. ",전라남도 함평군
56259,안내,개인방역수칙,"[장수군청]추석명절 지역감염 예방! 벌초는 대행서비스 이용, 고향및친지방문 자제, 만남및안부는 영상통화, 불필요한외출 자제, 마스크착용 등 방역수칙 준수바랍니다. ",전라북도 장수군
56261,안내,개인방역수칙,[장흥군청] 코로나19 지역확산 방지를 위해 주말동안 ▶타지역 이동 자제 ▶안부 인사는 영상통화 ▶사람 간 거리두기 ▶마스크 반드시 착용 등 방역수칙 준수바랍니다 ,전라남도 장흥군
56264,안내,개인방역수칙,"[완도군청]코로나19 누구도 안심할 수 없습니다. 주말 종교 활동은 비대면 권고, 타 지역 왕래·단체모임(식사) 자제 등 사회적 거리두기 방역수칙을 준수바랍니다. ",전라남도 완도군
56266,안내,개인방역수칙,"[영암군청] 코로나19 예방을 위해 ▲비대면예배 권고 ▲안부인사는 영상통화로 ▲벌초 대행서비스 이용 ▲결혼, 장례식은 마음으로 전하기 등 방역수칙 준수 바랍니다. ",전라남도 영암군
56268,안내,개인방역수칙,[하동군청] 추석명절 코로나19 예방▲고향 및 친지방문 자제▲안부인사는 영상통화▲벌초는 대행서비스이용▲마스크 반드시 착용 등 방역수칙 준수바랍니다. ,경상남도 하동군
56270,안내,행정안내,"[청양군청] 청양군 코로나19 확산 예방을 위한 '잠시 휴' 캠페인 실시. 모임, 회식, 외출 자제 등 사회적 거리두기에 함께 동참합시다. ",충청남도 청양군
56272,안내,발생현황,"[보성군]같은 생활권인 광주에서 확산세가 지속중입니다. ▲불필요한 외출,모임 자제▲실내.외 마스크 착용▲2m 거리두기▲다중이용시설 가지 않기 등을 실천바랍니다. ",전라남도 보성군
56275,안내,개인방역수칙,[해남군청] 코로나19 확산 방지를 위해 주말동안 ▶타지역 이동 자제 ▶안부 인사는 영상통화 ▶사람 간 거리두기 ▶반드시 마스크 착용 등 방역수칙 준수 바랍니다. ,전라남도 해남군
56277,안내,개인방역수칙,"[고령군청]주말동안 코로나19 지역감염 예방을 위하여 타지역 왕래 자제바라며 외부인과의 접촉을 삼가시기 바랍니다.(마스크쓰기, 환기, 거리두기 필수) ",경상북도 고령군
56278,안내,개인방역수칙,"[태안군청] 코로나19 예방을 위해 주말 외출 자제, 안부인사는 영상통화로, 결혼 및 장례식은 마음으로 전하기 등 개인방역수칙 준수 바랍니다. ",충청남도 태안군
56279,안내,발생현황,[안동시청]최근 타지역 확진자발생관련/방문판매업 관련종사자는 규모 관계없이 사업설명회 개최 및 참석을 자제하여 주시기 바랍니다. ,경상북도 안동시
56288,안내,개인방역수칙,"[순천시청] 빠른 일상 복귀 위하여 주말 타지역 방문 삼가, 집에만 머물기, 아프면 쉬기, 마스크 착용 생활화 등 생활방역 수칙을 지켜주시기 바랍니다. ",전라남도 순천시
56304,안내,행정안내,"[예산군청] 코로나19 확산 방지를 위해 9월12일부터 9월15일까지 예산군내 5일장은 모두 임시휴장합니다. 마스크 착용, 거리두기 등 방역수칙 준수바랍니다. ",충청남도 예산군
56305,안내,발생현황,[경산시청] 긴급) 방문판매 관련 행사 및 각종 설명회를 통한 감염 확산 중 / 참석자제 및 참석 후 증상이 있으면 검사 받으시기 바랍니다. ,경상북도 경산시
56309,안내,행정안내,"[남원시]함양군 코로나19 확진자 발생으로 코로나 확산예방을위하여 인월시장을 잠정폐쇄(9.13(일), 9.18(금))함을 알려드립니다. ",전라북도 남원시
56312,안내,행정안내,[순창군청] 코로나19 예방을 위해 남원시 인월시장 9. 13(일)부터 9. 18(금)까지 잠정폐쇄. 주민들께서는 인월시장 방문을 자제하고 방역수칙 준수바랍니다. ,전라북도 순창군
56314,안내,발생현황,[진안군청]코로나19 산발적 확산 심각▲인근 충남 요양병원서 집단감염 발생▲군민들께 경계넘어 타지역 방문자제 강력 권고▲부득이 외출시 마스크를 반드시 착용바랍니다 ,전라북도 진안군
56318,안내,개인방역수칙,"[중대본] “올 추석, 벌초!!” ▲가급적 벌초 대행서비스 이용하고, ▲부득이한 경우, 소수 인원으로하여 현지 만남 최소화, ▲방역수칙 준수는 기본입니다. ","강원도 전체,경기도 전체,경상남도 전체,경상북도 전체,광주광역시 전체,대구광역시 전체,대전광역시 전체,부산광역시 전체,서울특별시 전체,울산광역시 전체,인천광역시 전체,전라남도 전체,전라북도 전체,제주특별자치도 전체,충청남도 전체,충청북도 전체,세종특별자치시"
56342,안내,개인방역수칙,"[광주광역시]언제 어디서 감염될지 모르는 위험한 상황입니다. 이번 주말 마스크 착용, 사람간 밀접접촉 금지, 외출과 모임 자제 등 방역수칙을 철저히 지켜주십시오 ",광주광역시 전체
56343,안내,개인방역수칙,"[함양군청] 코로나19 확산방지를 위하여 가급적 행사, 모임, 외출을 자제하여 주시고 마스크 착용, 손씻기 등 생활방역수칙을 준수하여 주시기 바랍니다. ",경상남도 함양군
56345,안내,개인방역수칙,[목포시청] 코로나19 예방 내가 먼저! ▲벌초는 대행서비스 ▲고향 및 친지방문 자제▲만남은 영상통화 ▲불필요한 외출 자제 ▲마스크착용 등 방역수칙 준수바랍니다. ,전라남도 목포시
56346,안내,개인방역수칙,"[홍성군청]코로나19 예방을 위해 안부인사는 영상통화로, 고향 및 친지방문 자제, 벌초 대행서비스 이용, 결혼·장례식은 마음으로 전하기 등 방역수칙 준수바랍니다. ",충청남도 홍성군
56347,안내,행정안내,"[광명시청]수도권거리두기 2.5단계 시행중. 비대면 종교행사만 허용, 대면모임행사,단체식사금지. 손씻기, 마스크착용, 2m거리두기 등 방역수칙 준수바랍니다. ",경기도 광명시
56349,안내,발생현황,"[영주시청]전국적으로 방문판매를 통한 지역감염 확산중, 방문판매, 건강기능식품 등 각종 설명회 참여 자제, 불법 방문판매 발견시 신고바랍니다.(639-6101) ",경상북도 영주시
56352,안내,개인방역수칙,"[하동군청] 코로나19 예방을 위해 ▲비대면예배 권고 ▲주말 타지역 방문자제 ▲결혼, 장례식은 마음으로 전하기 등 방역수칙 준수 바랍니다. ",경상남도 하동군
56355,안내,개인방역수칙,"[광양시청] 주말동안 불필요한 모임, 외출자제, 사람간 밀접 접촉금지, 비대면 종교활동, 올바른 마스크 착용 등 방역 수칙 준수 바랍니다. ",전라남도 광양시
56358,안내,개인방역수칙,[창녕군청]추석 벌초 가급적 대행서비스 이용▲불필요한 외출·모임자제▲밀폐·밀접·밀집시설 방문자제▲마스크착용 의무화 등 개인방역수칙 준수로 코로나19 예방합시다. ,경상남도 창녕군
56361,안내,개인방역수칙,"[구례군청] 항상 마스크 착용, 외출 및 모임, 타지역 방문 자제, 주말 비대면 예배 등 코로나19 방역은 자신부터! 사회적 거리두기에 적극 동참해주세요. ",전라남도 구례군
