	MESSAGE	CATEGORY
15703	[금천구청]355~358번째 확진자 발생, 마스크 착용, 발열체크, 주기적 환기 및 소독, 거리두기 철저, 카카오톡채널 pf.kakao.com/_hUpLxb 	2
14225	[도봉구청] 12. 27(일) 추가 확진자 3명 발생(537~539번 창4동 2, 도봉2동). 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다. 	2
14751	[부산남구청] 12/31(목) 남구 코로나19 확진자 4명 발생. 가정 내에서도 위생수칙을 생활화 하고 타지로 오갈 때는 항상 마스크를 착용해주세요. 	2
7747	[나주시청] ▶ 10.23.(금) 12:20~12:40 카페블랙빈(송월동) 방문자는 인근 선별진료소에서 상담 및 검사받으시기 바랍니다. 	0
11516	[구로구청]코로나19 확진자 1명발생(338번,구로5동), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro 	2
12298	[부평구청]확진환자20명발생(확진자가족4명/확진자접촉5명/파악중7명/자가격리3명/해외입국1명)역학조사중방역예정. blog.naver.com/withbupyeong 	2
7879	[노원구청] 11.1(일) 확진자 1명(상계9동) 발생(340번/타 구 직장내 확진자와 접촉). 동선 역학조사 후 구 홈페이지, 블로그에 신속히 공개하겠습니다. 	2
17028	[강북구청]확진자2명(587~588번)발생, 동선 홈페이지( gangbuk.go.kr/intro_gb.jsp )추후 공개예정. 가족간에도 거리두기 준수바랍니다. 	2
13692	[강진군청]수도권,광주,전남 동부권에서 코로나19 지속 발생중,발생지역 방문자제,타지역 방문자 불가피하게 접촉시 마스크 착용.만남 시간은 최대한 짧게하기 바랍니다 	1
17582	[고양시청]확진자 3명 발생▶1784~86(일산동구2,일산서구1)▶5인부터 모임을 금지하고 실내 마스크 착용을 준수합시다. https://han.gl/iMmgw 	2
19818	[강화군청] 코로나19 확진 6명, 기침 발열 등 증상발현시 보건소(930-4009)에서 검사바랍니다.(https://pf.kakao.com/_cxoxnGT). 	2
21022	[고양시청]▶2213~2216 확진자 4명 (덕양구4) ※식사 중 대화 자제, 방역수칙 준수바랍니다. [홈페이지] https://han.gl/iMmgw 참조 	2
11106	[군포시청] 홍두깨손칼국수(산본동,광정로70) 12.4 12:00~12:50 방문자(현금결제)는 보건소로 즉시 연락바랍니다. 389-4947~50 	0
2496	[강진군청] 8.18.(화) 11:30~13:00 모란추어탕 방문자는 보건소 선별진료소(061-430-3592)에서 검사 받으시기 바랍니다. 	0
258	[성남시청] 7.5(일) 확진자 1명 추가 발생(10세미만, 정자동) 상세내용 추후 시홈페이지 및 SNS에 공개예정입니다. corona.seongnam.go.kr 	2
5930	[기장군 3단계 준하는 사회적 거리두기 4원칙 안내] 1.외출시 마스크 착용 필수 2.필수적 사회경제 활동 외 모든 활동 자제 	1
15717	[성남시청] 20.12.30~21.1.6일 모란시장내 3000원 짜장면집 란이네 방문자 중 유증상자는 가까운 보건소에서 코로나19 진단검사 받으시기 바랍니다. 	0
19649	[거제시청] 260번(타지역확진자접촉) 확진자 발생 / 이동동선 역학조사중 / 5인 이상 사적모임금지 등 방역수칙 준수바랍니다. 	2
3326	[대전광역시] 2명 추가 확진. 237번(서구, 실거주 청주시, 50대), 238번(동구 대성동, 50대) 동선은 파악 후 홈페이지에 공개예정입니다. 	2
15518	[동구청] 코로나19 확진자 1명 발생(확진자의 접촉자 1) 역학조사 진행중, 거주지 방역소독 예정 https://www.icdonggu.go.kr 	2
19072	[거제시청] 256번(242번 접촉,자가격리해제전검사) 확진자발생 / 이동동선 및 접촉자 없음 / 마음으로 함께하는 안전한 설 명절 보내시기 바랍니다. 	2
7805	[김해시청] 핼러윈데이와 주말 소모임, 단풍객 행렬 등 코로나19 확산 우려가 높으므로 행사 및 관련업소 방문자제와 시설별, 개인별 방역수칙 철저 준수바랍니다. 	1
22675	[김제시청] 3.29(월)~4.11(일)24시까지 거리두기 1.5단계 유지되며, 5명부터 사적모임금지,실내다중이용시설.사업장등 마스크상시착용 의무 준수바랍니다. 	1
2101	[봉화군청]사랑제일교회(8.7~8.13), 경복궁집회(8.8), 광복절집회(8.15) 참석자는 증상관계없이 보건소 코로나19 검사 받으시길 바랍니다 	0
5050	[구로구청]코로나19 확진자 1명발생(158번,구로3동), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro 	2
12124	[경주시청]138번 ~ 140번 확진자 발생(137번 확진자 접촉자) 역학조사 진행 중이며, 상세내용은 완료 즉시 공개예정입니다. 	2
20426	[목포시청]2/15 14:25모아엘가앞→14:40동신한방병원정류장15:25동신한방병원정류장→15:40상록아파트앞 1번버스탑승자 검사바람 	0
21709	[수원시청] 장안구2명, 권선구3명, 팔달구1명, 영통구2명 확진자 발생. 자택 및 주변 소독 예정, 동선은 역학조사 후 SNS 및 홈페이지에 공개하겠습니다. 	2
17046	[서천군청] 어제(1.19) 코로나19 검사자 508명 검사결과 모두 음성이며, 마스크 착용, 손 소독 등 개인방역수칙을 준수해 주시기 바랍니다. 	1
22228	[광진구청] 939~944번 확진자 발생( han.gl/K79LX ) 최근 광진구 확진자 증가율 심각! 가족,친구 간에도 거리두기, 음식덜어먹기! 선제검사필수! 	2
10762	[부산시] 11.30(월) 08:10~08:40 338번 버스 서부시외버스터미널~모라주공아파트 이용하신 분은 인근 보건소에 상담바랍니다. 	0
15113	[강동구청]1.3.(일) 10시 기준 확진자 2명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다. 	2
2848	[강남구청] 주말 교회·결혼식 등 다중시설에서 사회적 거리두기 준수 바랍니다. 광화문집회, 사랑제일교회 참가자는 꼭 검사 받아주십시오. gangnam.go.kr 	1
9278	[남원시청] 11월 23일(월). 0시부터 사회적거리두기 1.5단계가 시행되오니 인원제한, 좌석 띄우기 등 방역수칙을 준수 하시기 바랍니다. 	1
13247	[동작구청]664~671번째 확진자(완치자 423명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran 	2
15560	[부안군청] 부안7번 확진자관련 12.27(일)~1.4(월) 신재생에너지파크 에너지엄지식당 방문자는 하서임시선별진료소(신재생내), 보건소에서 검사받으시기 바랍니다 	0
7488	[고양시청]코로나19 확진자4명 발생▶438~441번(일산서구1명,일산동구1명,덕양구2명 거주) [홈페이지] https://han.gl/iMmgw 참조 바랍니다. 	2
6243	[남해군청] 추석특별방역(9.28~10.11) / 유흥시설 5종은 10.4까지 집합금지 / 방문판매 직접판매홍보관은 10.11까지 집합금지입니다. 	1
21127	[남양주시청] 3.6.(토) 남양주시 주민 6명 코로나19 확진. 방역사항은 홈페이지, 블로그 참고 바랍니다. c11.kr/n1b4 	2
11027	[부산진구청] 우리 구 확진자 6명발생, 마스크착용, 밀폐공간 자주환기, 외출모임 등(밀집)자제, 사람 간(밀접)거리두기 준수, 코로나19 확산방지 부탁드립니다. 	2
22107	[동두천시청] 동두천시 406번 확진자 발생(유증상자), 홈페이지 및 블로그 참고바랍니다. naver.me/x7vrK2C1 	2
20404	[남동구청] 2/19(금) 18:30~22:00 구월3동 소재 가라지훵크(예술로140번길 35) 방문자는 거주지 보건소에서 코로나19 검사바랍니다. 	0
8379	[노원구청] 11.13(금) 확진자 6명(월계3동 4명, 상계3·4, 상계10동) 발생(348~353번). 동선 역학조사 후 구 홈페이지, 블로그에 공개하겠습니다 	2
5922	[미추홀구청] 9.16.(수)~ 9.19.(토) “명성 이발관(주안5동)” 방문자는 거주지 보건소에서 코로나19 검사를 받으시기 바랍니다. 	0
3184	[남해군청] 코로나19 방역수칙 안내 ▶마스크 착용, 손씻기 ▶악수 등 신체접촉 안하기 ▶2m이상 거리두기를 준수바랍니다. 	1
18327	[북구청] 2.2.(화) 북구 확진자 1명 발생(자가격리중 확진으로 이동동선 없음). 5인 이상 사적 모임 금지 및 방역수칙 준수 바랍니다. 	2
22684	[중대본] 3.10~3.23 서울시 송파구 송파대로 55(장지동) 서울복합물류센터 전체 근로자는 보건소에서 코로나19 검사를 받으시기 바랍니다(☎120,1339) 	0
22279	[대구광역시] 하나로마트 고산농협본점(수성구 달구벌대로 3097, 지하1층) 3/6~20 방문하신 분은 유증상 시 가까운 보건소 예약 후 검사 받으시기 바랍니다. 	0
19563	[미추홀구청] 확진자 5명 발생(동거가족 3명, 타지역확진자접촉자 2명), 방역소독 예정, 세부내용 블로그 게시 blog.naver.com/tong_namgu 	2
19817	[고양시청] 2.1.(월)이후 일산한사랑교회(일산서구 일산로 525) 방문자 및 가족분들은 가까운 보건소 선별진료소에서 코로나19 검사를 받으시기 바랍니다. 	0
6791	[고령군청]발열과 기침, 미각소실 등 코로나19 의심증상이 있는 분은 외출·만남 자제, 의료기관을 방문하지 말고 바로 관할 보건소 상담 후 검사받으시기 바랍니다. 	1
9170	[부산시]11.21(토) 11시 기준 부산 코로나 신규 확진자 3명(타지역1,서구1,수영구1)입니다. 발열 등 코로나 증상 있으면 적극적인 검사 부탁드립니다. 	2
10521	[서산시청] 코로나19 서산60번(서산39번 확진자의 접촉자, 자가격리 해제전 검사, 석림동/20대) 확진자 발생. 정밀역학조사 중입니다. 	2
20968	[기장군청] 3월4일 기장군62번 코로나19 신규확진자 1명 발생. 동선은 역학조사중입니다. 외출자제 및 마스크 착용 필수 등 방역수칙 준수바랍니다. 	2
19567	[김포시청] 김포시 765번~769번 확진자 5명, 2월 16일 발생/ 세부사항은 김포시 블로그 참조 바랍니다. vo.la/WJ2Ew 	2
5166	[논산시청] 논산15번확진자(육군훈련소 훈련병) 발생, 접촉자(훈련병) 12명 음성, 예방적검사 8명 검사 중. 자세한 사항은 시 홈페이지 참고하시기 바랍니다. 	2
19033	[수원시청] 팔달구 1명, 영통구 3명 확진자 발생. 자택 및 주변 소독 예정, 동선은 역학조사 후 SNS 및 홈페이지에 공개하겠습니다. 	2
16552	[광주광역시] 오늘(18시 기준) 확진자 4명(기발표 3명) 발생했습니다. 1416번은 북구 거주자입니다. 	2
2544	[구례군청] 8. 22.(토)부터 2주간 전남지역이 사회적 거리두기 2단계로 격상되었습니다. 외출모임 자제 및 마스크 착용 등 방역수칙을 꼭 지켜주시기 바랍니다. 	1
10020	[대전광역시] 4명 추가 확진. 484번(중구, 역학 조사중), 485~487번(서구, 기 확진자 접촉) 방문장소는 파악 후 홈페이지에 공개예정입니다. 	2
4549	[경상북도청] 8.31(월)~9.2(수) 11~15시 대구 달성군 만나한식뷔페를 다녀오신 분은 즉시 보건소로 연락바랍니다. 	0
13257	[군포시청] 확진자 11명 발생(군포351~361). 상세내용은 군포시청 홈페이지, SNS 등 참조바랍니다. pf.kakao.com/_eDSsxb 	2
9301	[광주광역시] 어제(22일) 확진자 1명 발생하여 총 615명입니다. 615번은 전남 여수시 거주자로 동선은 조사중으로 확인되는 대로 안내하겠습니다. 	2
16335	[부산시]1.8.(금) 12:20~16:40 허심청(동래구 온천장로 107번길 32) 남탕 및 여탕 이용자는 인근보건소 상담바랍니다.(소독완료) 	0
17999	[동해시청]'한 집 한 사람 검사' 변경 안내 ▲기간: 1월 30일(토)부터 2월 2일(화)까지 ▲시간: 오전 10시~저녁 6시 ▲장소: 각 권역별 선별진료소 	1
13867	[춘천시청] 춘천 확진자 4명 발생 (129~132, 퇴계동,신사우동,서면,온의동) / 131,132번은 자가격리중 확진 / 역학조사 완료 후 별도 공개예정 	2
12634	[금천구청]210~211번째 확진자 발생, 개인 간 접촉 최소화, 사회적거리두기 적극 동참, 카카오톡 채널 확인 pf.kakao.com/_hUpLxb 	2
18431	[대구광역시] 정당구장(관음중앙로28길 1, 2층) 1/18~1/23, 1/25~1/31 기간동안 방문하신 분은 가까운 보건소 예약 후 검사받으시기 바랍니다. 	0
8381	[양주시청] 양주시 87번 확진자 발생(만송동/접촉자/자가격리중 확진). 세부사항은 역학조사후 홈페이지(블로그) https://c11.kr/jati 공개예정 	2
8133	[동두천시청]2주간(11.9~11.22)은 요일별 출생년도 끝자리가 1,6(월)/2,7(화)/3,8(수)/4,9(목)/5,0(금)/0~9일(토일)별로 방문바랍니다 	0
15677	[상주시청] 상주서문교회 신도 및 방문자(2020.12.15.~2021.1.5.)는 가까운 선별진료소에서 코로나19 진단검사 받으시기 바랍니다. 	0
4991	[기장군]마스크 수령시 마스크착용, 2m거리두기 등 3단계에 준하는 기장군 사회적 거리두기 4원칙을 준수하시기 바랍니다. 	1
14068	[동래구청] 동래구 코로나19 확진자 7명 발생. 사회적 거리두기, 모임 행사 자제, 마스크 착용 등 철저한 방역수칙 준수 바랍니다. 	2
5675	[중대본] 음식점·카페 방문보다 포장·배달 활용, 불필요한 외출·모임은 연기 또는 취소, 반드시 마스크를 착용하는 등 거리두기 2단계를 실천하여 주시기 바랍니다 	1
3220	[계양구청] 코로나19 확진환자 2명 발생(작전1동), 방역 중, 동선은 블로그 참고 바랍니다. blog.naver.com/gyeyang_gu 	2
12306	[무안군청]최근 타지역 가족,지인을 통한 감염사례 증가▲수도권 등 타지역 방문자제▲수도권 등 집단감염 발생지역 거주 가족 등 지역사회 방문자제▲증상 시 보건소상담 	1
15436	[부산시]12/26(토) 18:30~21:00 바닷속 조개왕국(송도해변로 157) 동시간대 이용하신 분은 인근 보건소에 상담 바랍니다.(소독완료) 	0
16147	[남해군청] 남해5번 확진자 이동동선 남해읍 소재 청수탕 남탕 21.1.10.(일) 오전 04:30~12:00까지 이용자는 보건소 선별진료소 방문검사바랍니다. 	0
787	[순천시청]시민여러분! 친척집이나 타지역방문, 외출을 삼가시고 주말 하루 집에 머물러 주십시오. 내가족을 지킬 수 있는 최선의 예방백신은 '마스크착용'입니다. 	1
3119	[대구광역시] 강화된 사회적 거리두기 2단계 시행. 수도권 방문을 자제, 밀폐·밀접·밀집 장소를 피하고, 실내·외 반드시 마스크 착용 등 방역수칙을 준수합시다. 	1
9144	[계양구청] 계양구 168~173번 코로나19 확진환자 6명 발생. 역학조사 및 방역 중. 	2
592	[광주광역시]어제(12일) 6명 신규 확진자가 발생하여 지금까지 총168명입니다. 163번(40대,남)은 남구 행암동 제일풍경채1단지에 거주하고 있으며, 	2
3060	[동작구청] 117번째 확진자 동선공개, 상세내용은 구 홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran 	2
12101	[담양군청]코로나19 급속 확산/집단감염 위험이 큰 요양병원·시설 종사자는 타지역 방문자제/의료기관 음식물 반입금지/실내 주기 환기·소독 등 적극 협조 바랍니다. 	1
5339	[기장군 3단계 준하는 사회적 거리두기 4원칙 안내] 3.각종모임 및 행사참석 자제(10인 이상) 4.다중이용시설 방문 자제 	1
15904	[봉화군청]종교활동은 비대면(모임·식사금지 )▶다중이용시설 출입자제▶실내외 마스크착용, 손씻기 철저▶코로나19 유증상시 보건소 방문 바랍니다. 	1
19422	[서초구청]1038~1040번 확진자(3명) 발생.상세내용 홈페이지(seocho.go.kr)확인. 주말모임 및 행사 자제, 마스크 착용 등 방역수칙 준수바랍니다. 	2
14013	[철원군청] 코로나 확진자 11명 발생(근남 종교시설 관련6명, 갈말 소모임 관련 5명). 이동동선 홈페이지 공개예정. http://www.cwg.go.kr 	2
1933	[부천시청] 8.15 광복절집회 참석자와 8.7.~13. 서울 사랑제일교회 방문자, 교인은 종합운동장 부설주차장 C동 1층 선별진료소에서 코로나검사바랍니다. 	0
4060	[수원시청] 207번 확진자 발생(60대/망포1동/내국인), 자택 및 주변 소독 예정, 동선은 역학조사 후 SNS 및 홈페이지에 공개하겠습니다. 	2
6934	[부산진구청]정유의곳간(부산진구신천대로65번길68, 1층 범천동) 9.28.(월)12:25~13:00 방문자는 인근 보건소 방문상담 바랍니다 	0
12788	[북구청]12.18(금) 북구 확진자 1명 발생(부산진구 확진자와 접촉). 연말연시 각종 모임 행사 자제 및 마스크 착용 등 방역수칙 준수바랍니다. 	2
15618	[의정부시청]코로나19 확진자 5명 발생(741~745번) 동선 등은 시 홈페이지 및 블로그 공개예정, https://c11.kr/joao 참고 바랍니다. 	2
4535	[남양주시청] 9.5.(토) 진접읍 1명, 다산1동 1명, 타지역 거주자 1명 코로나19 확진. 이동동선은 홈페이지, 블로그 참고바랍니다. c11.kr/hpc2 	2
6393	[진도군청]전 군민에게 1인당 5매씩 마스크를 제공합니다. 외국인 근로자에게도 똑같이 제공합니다. 항상 마스크 쓰기, 거리두기 등 방역수칙을 준수 바랍니다. 	1
17357	[동작구청] 979번째 확진자(1명)발생(완치자 778명), 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran 	2
13800	[도봉구청] 12.24(목) 추가 확진자 2명 발생(500~501번, 창2동 2). 역학조사결과 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다. 	2
5025	[부안군청] 수도권 코로나 확산 지속,소모임 및 외부 방문객 만남을 자제하고 마스크 착용, 손씻기,다중이용시설 이용자제 등 방역수칙을 준수하여 청정부안 지킵시다. 	1
9857	[구리시청]다중이용시설은 2단계 격상에 따라 운영제한. 수능 및 코로나19 확산방지 위해 오늘 21시부터 음식물섭취 등 방역수칙 준수 일제 단속. 시민 동참 바람 	1
8546	[동작구청]286번째 확진자(완치자 261명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran 	2
5998	[계양구청] 9/22(화) 오후4시~7시 작전문화공원(계양문화로1, 이마트 계양점 근처)에서 농구를 하신분은 주소지 보건소에서 코로나19 검사를 받으시기 바랍니다 	0
4449	[관악구청] 274~6번째 확진자 발생(완치자 165명) 구 홈페이지 및 블로그 참고 바랍니다. blog.naver.com/gwanak_gu 	2
1588	[구리시청]금일 시청 선별진료소에서 검사 못 받은 15,16번 확진자의 밀접촉자와 발생장소 방문 유증상자는 내일 보건소 연락후 검사요망 (031-550-8432) 	1
3992	[경산시청] 대구 동구 사랑의교회 코로나19 확진자 다수 발생, 집합·모임·행사를 자제해 주시고 반드시 마스크 착용, 손씻기 등 생활방역수칙을 철저히 준수합시다. 	1
22837	[과천시청] 과천123번 확진자 발생 역학조사중. 상세내용은 시홈페이지 및 과천마당앱 등에 공개 예정입니다. www.gccity.go.kr 	2
12614	[광주광역시][검사안내 정정] 오늘 안내해 드린 광주원예농협본점 방문자 검사안내를 광주원예농협본점 1층 은행(각화동) 방문자 검사안내로 정정함을 알려드립니다. 	0
15828	[부산시]1.4.(월) 사상16:50 출발, 마산17:30경 도착한 신흥여객(경남70아3276) 이용자는 인근 보건소에 상담바랍니다.(소독완료) 	0
860	[광주광역시]오늘 확진자 1명 발생하여 총192명입니다 192번(50대,여)은 북구운암동 한국아파트 거주자로 동선은 조사중입니다https://c11.kr/grbt 	2
11661	[부천시청] 11.30~12.4 푸드제일(삼정동) 이용자중 유증상자는 주소지 보건소 선별진료소에서 코로나검사바람 blog.naver.com/bucheon-city 	0
15189	[과천시청] 과천75번 확진자 발생 역학조사중. 상세내용은 시홈페이지 및 과천마당앱 등에 공개예정입니다. 	2
2875	[가평군청] 8.9.~8.16.기간 북성교회 방문자중 유증상자는 가평군보건소 선별진료소에서 즉시 검사를 받으시기를 바랍니다. 	0
500	[남원시]코로나19확진자가 대전, 광주 등에서 지속발생하고 있으니 주말 타지역 방문자제, 부득이 방문시 마스크 착용, 손씻기, 거리두기 등 안전수칙 준수바랍니다. 	0
16142	[남해군청]남해5번 확진자 이동 동선 21.1.9.(토) 남흥여객 8760차량 15:10 서울발 남해도착 버스 탑승자 9명은 가까운 선별진료소 방문 검사바랍니다. 	0
1498	[강북구청]31번~35번(성북구 사랑제일교회 관련)확진자 발생, 동선 홈페이지 추후공개, 외출시 마스크 착용 등 위생수칙을 준수하시기 바랍니다. 	2
14762	[부산시] 12.28(월) 15:45~15:50경 영도구보건소~영도구 주공아파트 도로 앞 3,300원 현금 수납한 택시기사님은 인근 보건소에 상담바랍니다. 	0
22128	[고성군청] 고성군 24번 확진자 발생, 현재 역학조사중이며 완료시 홈페이지(www.gwgs.go.kr) 공개 예정, 개인방역수칙을 보다 철저히 준수 바랍니다. 	2
7218	[관악구청] 코로나 확진자 4명 추가 발생 및 우리구 확진자 역학조사 결과 공개 자세한 내용은 블로그 참고 바랍니다. blog.naver.com/gwanak_gu 	2
18747	[보령시청] 보령 127번 확진자 발생(50대, 동대동)/이동동선은 심층 역학조사 후 시홈페이지, SNS에 공개예정입니다. 	2
6567	[김해시청] 상시 마스크 착용/음식 덜어먹기/악수 등 대면 접촉 안하기/다중이용시설 이용자제 등 여러불편을 감내해 주시는 시민 여러분께 진심으로 감사드립니다. 	1
15853	[보성군]회천면 임시선별진료소 운영안내 ②▶일시: 1.9.(토) 09:30~1200 ▶장소: 회천보건지소 ▶대상: 검사 희망자 ▶증상유무와 관계없이 검사받으세요. 	1
7471	[도봉구청] 10. 21(수) 확진자 1명 발생(223번, 자가격리중 해제전 검사). 조치사항 홈페이지 공개예정입니다. 	2
2994	[김천시청] 사회적거리두기 2단계 격상에 따라, 외출, 외식 모임, 다중이용시설 이용 자제, 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. 	1
13725	[김포시청] 406번~411번 확진자 6명(구래동2,사우동,고촌읍,풍무동,운양동) 12월24일 발생/세부사항은 김포시 블로그 참조 바랍니다. vo.la/iwcMn 	2
8737	[김포시청] 172번~177번 확진자 6명(걸포동1, 인천서구1, 장기동3, 서울양천구1) 11월17일 발생/ 세부사항 김포시 블로그 참조 vo.la/ZmaUn 	2
14277	[경상북도청] 코로나 무증상 증상자로 인한 코로나19가 확산되고 있습니다. 종교시설 등 다중이용시설 방문자제와 불필요한 외출을 자제합시다. 	1
15781	[부산시]1.3.(일) 부산서부시외버스터미널(사상) 15:36 출발, 창원시외버스터미널 16:21경 도착한 천일여객 이용자 보건소 상담바랍니다.(소독완료) 	0
9265	[부산시] 11.22(일) 11시 기준 부산 코로나 신규확진자 4명(강서구2, 영도구1, 타지역1)입니다. 발열 등 코로나 증상이 있으면 적극적인 검사바랍니다. 	2
11235	[부산남구청]동명로 137(용호동) 푸른약국앞 12월1일 16시50분경 지나가는 행인과 부딪치신 연보라 긴패딩입은 할머니께서는 남구보건소에 상담받으시길 바랍니다. 	0
9636	[부산시] 11.14.(토) 12:30-13:00 시즈웨딩홀 내 위치한 뷔페(동구 중앙대로 176, 대한통운빌딩) 이용자는 보건소 상담바랍니다. 	0
16305	[금천구청]365~366번째 확진자 발생, 마스크 착용, 발열체크, 주기적 환기 및 소독, 거리두기 철저, 카카오톡채널 pf.kakao.com/_hUpLxb 	2
5999	[강서구청] 강서구 확진자 5명 발생(발산1,화곡3,화곡1,등촌2)안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi 	2
11265	[중대본] 11.30∼12.4 동대문구 용두동 소재 JJ라이브카페(김현노래교실) 방문자는 가까운 보건소 선별진료소에서 검사받으시기 바랍니다(☏120,1339) 	0
4892	[광주광역시]오늘현재 확진자 2명 발생하여 총461명입니다. 460번 북구 문흥동, 461번 북구두암동 거주자로 자가격리 해제전 검사에서 확진되어 동선은 없습니다 	2
6882	[남원시청] 코로나19 확산방지를 위해 산행 시에는 마스크를 착용하지 않고 대화하지 않기, 음식 나누어 먹기 등 방역수칙을 준수하여 주시기 바랍니다. 	1
5102	[과천시청] 안양173번(과천시민)확진자 발생(여,60대,갈현동)역학조사중. 상세내용은 시홈페이지 및 과천마당 앱 등에 공개 예정입니다. 	2
447	[광양시청] 밀접 접촉자 없으나 금일 관련 회사 종업원 전원 검체 예정이오니 시민들께서는 외출 자제, 타지역 방문 자제, 마스크 착용 등 방역수칙 준수 바랍니다. 	1
16173	[무주군청]남원기도원(탑골길 83-18, 신촌동), 진주 국제기도원, BTJ열방센터(경북 상주) 방문자께서는 즉시 무주군 보건의료원 선별진료소에서 검사 바랍니다. 	0
5058	[경산시청] 긴급) 방문판매 관련 행사 및 각종 설명회를 통한 감염 확산 중 / 참석자제 및 참석 후 증상이 있으면 검사 받으시기 바랍니다. 	1
556	[광주광역시]7.4~7.7까지 북구 매곡동 땅스부대찌개, 일곡동 마중물한우촌을 방문하신 분은 북구보건소(062-410-8112)로 신고하여 주시기 바랍니다. 	0
5931	[기장군 3단계 준하는 사회적 거리두기 4원칙 안내] 3.각종모임 및 행사참석 자제(10인 이상) 4.다중이용시설 방문 자제 	1
9984	[양주시청]관내거주 타지역 확진자 발생(덕정동/접촉자). 이동동선 세부사항은 역학조사 후 홈페이지(블로그) https://c11.kr/joxb 공개예정. 	2
10601	[부산시]11/26~11/28(목~토) 10:00~20:00 지오프라자 1, 7층 전체(부산해운대구세실로27번길19)이용하신 분은 보건소 상담바랍니다.(소독완료) 	0
5948	[부산시] 제일돼지국밥(서구 구덕로 193번길 12-15) 9.15.(화) 12:00~12:36 방문자는 인근 보건소에 방문상담바랍니다. 	0
9235	[계양구청] 계양구 176~180번(확진환자의 접촉자) 코로나19 확진환자 5명 발생. 역학조사 및 방역 중. blog.naver.com/gyeyang_gu 	2
10408	[강북구청]확진자 3명(203~205번, 미아동,번2동,번3동)발생, 동선 홈페이지(gangbuk.go.kr)추후 공개 예정. 마스크 착용 바랍니다. 	2
18704	[고양시청] 2.2(화) 태평양무도장, 동경식당(일산서구 강성로 147,동문씨티프라자 9층)방문자는 가까운 보건소에 방문하시어 코로나19검사를 받으시기 바랍니다. 	0
20944	[부산시]2.26.(금)18:09~18:13, 168번,엄궁동주민센터 승차,하단SK뷰아파트 하차,파란색패딩,진회색 백팩맨 분 강서구 보건소 상담바랍니다(소독완료) 	0
7296	[공정위] 방문판매 등 노인층 대상 집합판매로 인한 코로나19 감염 우려 ▲집합판매 장소 참석자제 ▲증상 인지 시 즉시 검사 바랍니다. 	1
7235	[동작구청]252번째 확진자(완치자 228명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran 	2
20997	[강북구청]확진자5명(750~754번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개. 가벼운 증상도 즉시 검사받으시기 바랍니다. 	2
7080	[태안군청] 안전한 연휴 마무리하기▲외출·모임·타지역 방문자제▲비대면 종교활동▲사회적거리두기 준수▲방역수칙 준수▲마스크 착용이 우리 모두를 지키는 생활백신입니다. 	1
2008	[부산시]삼천포식당(사상구 새벽로223번길 60 음식점) 8.10(월) 12:09~12:30 방문자는 인근 보건소로 상담 및 코로나검사 받으시기 바랍니다. 	0
3744	[완도군청] 코로나19 확산 방지를 위해 주말 종교 활동·소모임·타 지역 방문 자제, 마스크 착용 등 사회적 거리두기 방역수칙을 준수바랍니다. 	1
22229	[서산시청] 서산 187번 확진자 발생(서산 179번 가족, 자가격리 중). 심층 역학조사 중이며, 자세한 사항은 다시 알려드리겠습니다. 	2
4259	[광진구청] 확진자103~104번발생, 100~102번동선알림 스타벅스구의역점 동시간대 방문 유증상자 선별진료소 검사, 혜민병원 조치등 gwangjin.go.kr 	2
3619	[강북구청]8.25~8.26, 8:40~17:00, 우리은행 수유동금융센터(도봉로 357) 방문하신 분은 증상유무와 관계없이 보건소에서 검사 받으시기 바랍니다. 	0
8484	[광주시청] 242번(오포읍) 확진자 발생. 역학조사 후 확인사항은 홈페이지에 공개하겠습니다. 	2
19461	[김포시청] 김포시 760번~764번 확진자 5명, 2월 15일 발생/ 세부사항은 김포시 블로그 참조 바랍니다. vo.la/3fHVR 	2
18760	[부산시] 2.07(일) 코로나19 신규 확진자 8명(부산진구 2, 해외 입국 2, 의료기관(병원 4))입니다. 	2
18740	[부평구청]관내 확진환자 7명 발생(확진환자 접촉 4명/유증상자 2명/파악중 1명). 역학조사중. 방역 예정. blog.naver.com/withbupyeong 	2
19250	[부평구청]관내 코로나19 확진환자 2명 발생(확진환자 가족 1명/자가격리중 확진 1명). 역학조사중.방역예정. blog.naver.com/withbupyeong 	2
