Column1,MESSAGE,CATEGORY
42210,[장성군청②]▶실내체육시설·노래연습장 21시까지 운영▶종교활동 좌석수 20%이내 허용(식사·모임 금지)▶숙박시설 2/3이용 제한 등 방역수칙 준수에 협조바랍니다. ,2
44173,[장성군청] 설 연휴(2.11.~2.14.)에도 보건소 선별진료소를 오전 9시부터 오후 6시까지 정상 운영합니다. 증상 의심 시 무료검사 바랍니다. ,2
26310,[계룡시청] 12월8일 0시부터 사회적 거리두기 2단계로 격상됩니다. 방역수칙은 계룡시 홈페이지 공지사항을 참고하시기 바랍니다. ,2
32153,[해남군청] ▶전라남도 연말연시 특별방역 대책 변경 안내 ▶식당 운영시간은 21시에서 22시로 변경 ▶22시부터 익일 05시까지 포장·배달만 가능합니다. ,2
38441,[부여군청]▲거리두기 ▲마스크착용 ▲손씻기 ▲환기와 소독 어느 하나만 소홀히 하여도 코로나19로부터 안전할 수 없습니다. 군민여러분의 참여와 실천을 당부드립니다. ,0
16412,[창녕군청]코로나19 확산방지를 위해 행사·모임·다중이용시설 방문 자제 및 마스크 착용 등 개인방역수칙 준수와 한글날 집회 참석을 자제하여 주시기 바랍니다. ,0
15496,[전남도청]무증상 감염자와 접촉이 우려됩니다. √요양시설 면회자제 √개인차량 이용 √실내서는 자주 환기 및 마스크착용 √반가워도 악수대신 목례 √음식은 덜어드세요 ,1
34018,[창원시청] 오늘(12.30)은 창원스포츠파크 승차진료소 운영 마지막 날입니다. 보건소 선별진료소에서도 무료검사가 가능하니 나와 가족을 위해 조기검사를 받으세요. ,2
8842,"[진주시청]경남도내, 부산 및 광주, 전남 등 인근지역에서 확진자 지속발생, 주말동안 타지역 방문 및 외출 자제, 마스크 착용 등 방역수칙을 지켜주시기 바랍니다. ",1
24447,"[충남도청] 결혼식장·장례식장 100명 미만 인원제한, PC방·목욕장 음식섭취 금지, 실내 마스크 착용 의무화, 100인 이상 모임·행사 금지 등 준수 바랍니다 ",0
5444,[신안군청] 전라남도 코로나19 확진자가 증가함에 따라 군민 여러분들께서는 타지역 외출을 자제하시고 마스크 착용 등 개인방역수칙을 준수하여 주시기 바랍니다. ,1
15639,[곡성군청] 군민께서는 10.3 개천절 불법 집회에 참석을 삼가시길 바라며 집회참석으로 코로나19 지역감염시 치료비 등 모든 비용이 청구됨을 알려드립니다. ,0
11202,[파주시청]코로나19수도권2.5단계1주연장▲추가:프랜차이즈형 제과제빵·아이스크림·빙수점 포장·배달만허용▲(방역기본)사람들간 밀폐·밀집·밀접집합금지와마스크착용입니다 ,2
2069,"[완도군청]코로나19가 해외유입 및 지역사회 감염으로 확산되고 있습니다. 타 지역 방문 자제, 외출시 마스크 착용, 손씻기 등 방역수칙을 준수해 주시기 바랍니다. ",1
6035,"[화순군청] 오늘(8.22.)부터 2주간 사회적 거리두기 2단계로 격상합니다. ▶실내 50인 이상, 실외 100인 이상 모임·행사 금지 ▶공공시설 운영중단 ",2
16935,"[곡성군청] 사회적 거리두기 1단계 하향조정에 따라 기본수칙 준수가 더 중요해졌습니다. 마스크 착용, 거리두기, 손소독 등 방역수칙을 꼭 지켜주시기 바랍니다. ",2
15952,"[장성군청] 추석 연휴 끝자락입니다. 종교 활동은 가급적 비대면으로 해주시고, 모두의 안전을 위해 외출 자체, 마스크 착용, 거리두기를 실천해 주시기 바랍니다. ",0
17898,"[창원시청] 관내 소규모 집단감염이 발생하고 있습니다. 식사모임 자제, 마스크 착용과 방역수칙을 준수하여 주시기 바랍니다. ",0
23826,"[가평군청]김장·묘사·친지방문·종교활동 등 소모임(식사포함), 불필요한 외출 자제 ▲실내 주기적 환기와 마스크 착용이 최고의 방역입니다. ",0
49373,"[청양군청] 식당,카페 등에서 음식물 섭취시를 제외한 매순간 마스크 착용은 모두의 안전을 지키는 가장 손쉬운 방법입니다. 대화시에도 마스크 착용! 잊지마세요. ",0
16354,"[완도군청]연휴기간 외부인과 접촉하신분은 코로나19 확산 방지를 위해 외출자제, 마스크착용하시고 의심증상발생시 보건의료원(061-550-6767)에 상담바랍니다. ",0
1748,"[영광군청] 광주광역시, 수도권 등 타지역 방문 자제, 유흥주점, 노래방 등 밀폐된 시설 출입 및 단체식사를 삼가시고, 마스크를 꼭 착용바랍니다. ",0
53165,"[기장군청] 3/29~4/11까지 사회적거리두기 1.5단계 알림. 5명부터 사적모임 금지, 여행·외출자제 및 마스크 착용 필수 등 방역수칙 준수바랍니다. ",2
17615,[창녕군청]코로나19 예방을 위해 가을여행은 자제해주시고 다중이용시설 방문 시 방역수칙 준수 및 마스크 착용 의무화를 꼭 지켜주시기 바랍니다. ,2
14885,"[광양시청] 추석 특별방역기간(9.28.~10.11.) 거리두기 강화 ▲실내50인,실외100인 이상 집합·모임·행사금지▲마스크 상시 착용 등 방역수칙준수바랍니다. ",2
11051,"[순천시청] 코로나19 지역감염 확산방지를 위해 주말 대면예배활동 금지, 동호회 등 모임 및 외출 자제, 부득이 외출 시 꼭 마스크를 착용해 주시기 바랍니다. ",0
51,"[강남구청] 다중시설·대중교통 이용 시 마스크 착용. 밀폐시설 소모임 자제해주세요. 자가격리자는 격리수칙 준수, 재검사 꼭 받아주세요 gangnam.go.kr ",0
32041,"[영덕군]▲친목·화합 등 목적의 5인 이상 사적 모임 금지 ▲숙박시설 객실 50%이내 예약 제한, 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. ",0
42309,[강릉시청]장시간 마스크 미착용 행동이 확인된 미추홀구 437번 및 해당업소 방역수칙 위반자에 대해서는 감염병 관계법에 따라 전원 과태료 부과 조치 예정입니다 ,0
17977,"[이천시청] 다중업소 이용시 QR코드, 명부 작성 대신 손 쉬운 전화 한통(출입관리콜)으로 출입 인증하세요.(무료, 개인정보 유출 없이 방문 기록되어 안심 사용) ",0
20057,"[고흥군청] 광주, 전남지역에서 확진자가 지속적으로 발생하고 있습니다. 타지역방문을 자제하시고, 발열, 기침 등 의심증상 발생시 보건소 선별진료소로 문의바랍니다. ",1
1609,[정읍시청2] 외출 후 발열 및 기침 등 호흡기 증상이 있을때에는 정읍시보건소 선별진료소(539-6112)에 문의바랍니다. ,0
28563,"[김제시청2] 김제시 보건소 선별진료소(09:00-22:00), 김제실내체육관 선별진료소(09:00-18:00, 김제시 도작로 224-98) 추가운영합니다. ",2
11293,"[여수시청]중위험시설(5종) 9.8.(화)부터 영업가능(방역수칙 준수) 1. 게임장, 오락실 2. 목욕장, 사우나 3. 공연장 4. 실내워터파크 ",2
5804,"[군포시청]코로나19 확산세가 심각합니다.주말 모임 및 외출자제,마스크착용 등 철저한 방역수칙을 준수해 주시길 시민들께호소드립니다. blog.gunpo.go.kr ",1
49726,"[홍성군청]가족, 지인간 접촉을 통한 감염이 확산되고 있습니다. 식사 전후 마스크 착용, 식사시 대화자제, 거리두기, 개인위생 철저 등 방역수칙 준수 바랍니다. ",1
44268,"[완도군청]""설 연휴 "" ▲고향·친지 방문 및 여행 자제▲5인 이상 사적모임 금지▲의심증상 있으면 검사받기▲마스크 착용 및 손씻기 등 생활방역 준수 바랍니다. ",0
5865,"[보성군]코로나19 확산세 급증, 전남도 사회적거리두기 2단계 격상에 따라 우리군 경로당을 비롯한 공공다중이용시설 운영이 8.22.~9.4.까지 전면 중단됩니다. ",2
17454,"[경상북도청] 코로나19 확산방지를 위해 ▶불필요한 모임 및 외출 자제 ▶발열, 호흡기 증상시 외출하지 않기 ▶다중시설 방문 자제 등 개인방역수칙 준수 바랍니다. ",0
11550,"[춘천시청]시 긴급재난지원금 온라인신청 안내(9.7~10.16)/카드사(농협,신한,농협BC)홈페이지·앱·ARS/코로나19 확산방지를 위해 온라인신청 당부드립니다. ",2
36211,"[청송군청] 연말연시 특별방역기간 연장(1.4.~1.17.)▲유흥주점, 단란주점 집합금지 ▲노래연습장 21시 이후 운영중단 ",2
19522,"[강원도청] 최근 도내 코로나19 확진자 급증. 발열, 기침 증상자는 외출을 자제하시고, 마스크 착용, 소모임·타 지역 방문 자제 등 방역수칙을 준수 바랍니다. ",1
28523,"[포항시청]12.15(화)0시~12.28. 강화된 사회적거리두기 2단계 시행.▲유흥주점, 콜라텍, 단란주점, 감성주점, 헌팅포차, 노래연습장 21시 이후 운영중단 ",2
22885,[충북도청]최근 김장·단체연수·친목모임발 코로나19 연쇄 감염이 확산중에 있습니다. 불요불급한 모임·행사 등은 최대한 자제하여 주시기 바랍니다. ,1
739,"[해남군청] 마스크 착용이 나와 내 가족, 우리지역 해남을 지키는 가장 확실한 방법입니다. 군민들께서는 무더운 날씨에 힘드시더라도 반드시 마스크 착용 바랍니다. ",0
5695,[전주시청]2-1. 전주시민 여러분. 이번 주말이 코로나 확산의 중대한 기로입니다. 주말 이틀만 이동을 멈춰주세요. 종교집회와 개인모임도 자제해 주세요. ,0
52609,"[김해시청]목욕장 이용시▶출입명부 작성▲음식물 섭취금지▲1시간 이내 이용▲발열,목아픔,후각상실 등 의심증상시 이용을 자제하시고 보건소에서 상담 받으시기 바랍니다. ",0
10796,[광주광역시]코로나 극복을 위해 시민각자가 방역수칙을 철저히 지켜주십시오 ▲외출·모임 연기나 취소 ▲마스크 반드시 착용 ▲2m거리두기 ▲주말 다중이용시설 자제 등 ,0
46070,"[삼척시청] 타지역 집단 및 지역사회 감염 확산 중. 타지역 방문 및 사적 모임을 자제하여 주시기 바라며, 감기 증상 시 보건소 선별진료소 방문·검사 바랍니다. ",1
34954,[영덕군]▲연휴 간 타지역 이동을 삼가고 안전한 집에 머무르시고 ▲종교의례는 비대면 실시 ▲5인 이상 모임 삼가주세요 ▲예방률이 높은 KF94 마스크 착용합시다 ,0
41287,[전남도청] 타시도 감염자와의 접촉이 가족과 집단감염으로 이어집니다. 이동 자제하시고 √마스크 착용 √5인부터 모임·식당이용 금지 √실내 주기적 환기 바랍니다. ,1
3197,"[은평구청] 수도권 종교시설, 카페 등에서 코로나19 집단감염 지속 발생. 휴가철 타지역 방문 및 외출 시 마스크 착용과 방역수칙을 준수 바랍니다. ",1
47772,[예천군청] 거리두기 1.5단계 2주 연장 (3.1~3.14) ▲5인이상 사적모임 금지 ▲유흥시설 22시이후 운영중단 ▲마스크 착용 등 방역수칙 준수 바랍니다. ,2
2416,"[강남구청] 여름 휴가는 혼잡한 여행지ㆍ시간대를 피해 소규모로 다녀오세요. 야외에서도 마스크 착용, 2m 거리두기 꼭 지켜주세요. gangnam.go.kr ",0
17620,"[중대본] 거리두기 1단계는 자율적이고 책임감 있는 방역수칙 준수가 중요합니다. 다중이용시설에서 마스크 착용, 거리두기 등 방역수칙을 지켜주세요. ",2
32333,"[청송군청] 확진자 연일 발생 증상 유무 관계없이 누구나 현서문화체육공원, 청송보건의료원 선별진료소 검사바랍니다. ",1
3506,"[강진군청] 수도권과 광주지역에서 코로나19 확진자가 확산되고 있어 타지역 방문자제,소모임자제,마스크착용,손씻기,거리두기 등 방역수칙 잘 지켜주시기 바랍니다. ",1
45179,"[부산진구청] 임시 선별검사소(부전도서관 앞 놀이마루, 전포대로209번길 26) 3.7.(일)까지(9∼17시)운영, 12~13시 미운영,주차불가 ",2
11109,"[창녕군청]코로나19 예방을 위해 마스크착용 의무화, 2M 거리두기, 외출·모임·행사·다중이용시설 방문 자제 등 방역수칙을 반드시 준수 바랍니다. ",0
34505,"[울산광역시] 코로나19 예방을 위해 간절곶, 대왕암공원, 함월루 등 해맞이 명소가 전면 폐쇄됩니다. 그 외 해수욕장 등에도 방문을 자제해 주시기 바랍니다. ",2
6958,[옥천군청] 도내 마스크 착용 의무화. 미착용시 과태료(10.13일부터)가 부과되오니 마스크를 꼭 착용하시기 바랍니다. 마스크 착용은 감염예방의 최선책입니다. ,2
48288,[의령군]의령형 재난지원금 신청 안내▲신청기간:3.3.~3.31./대상:'21.2.22.이전부터 신청일까지 의령군에 주민등록자/장소:주소지 읍면사무소(신분증지참) ,2
23350,"[영월군청] 제천 확진자 다수 발생에 따른 영월 확진자 발생으로 주말동안 타 지역 방문과 외출, 모임자제를 당부드리며, 의심증상 시 선별진료소 검사바랍니다. ",1
24000,"[경상북도청]코로나19 집단감염 예방 ▶동호회 등 각종 모임 자제 ▶단체 여행·식사 자제 ▶마스크 착용, 손씻기 등 개인방역수칙을 반드시 준수 하시기 바랍니다. ",0
47783,"[진도군청] ▶코로나19 백신 예방접종 실시 ▶1차 대상자는 요양병원, 노인요양시설 등 3개소 76명(65세 미만 시설 종사자 및 입소자)입니다. ",2
2821,"[광양시청] 코로나19 지속 확산중입니다. 타지역 및 다중이용시설 방문과 소규모 모임을 자제하시고 외출시 ""꼭"" 마스크 착용 바랍니다. ",1
171,"[하동군청]광주 확진자 다수 발생, 방문 자제 요망, 불가피한 방문시 마스크 착용, 의심 증상이 있을 경우 보건소와 상담하시기 바랍니다. ",1
15667,[원주시청] 오는 10월 3일 개천절 집회에 코로나19 확산 방지를 위해 시민 여러분의 참석자제를 간곡히 부탁드립니다. ,0
22147,"[진도군청]11.24.부터 전남 전지역 사회적거리두기 1.5단계 격상. 노래방,실내체육시설,종교활동시 음식섭취 금지. 100인이상 모임·행사금지 등 협조바랍니다. ",2
26549,[구례군청]①오늘(12.8.) 거리두기 2단계 격상. 유흥시설·노래연습장·실내체육시설 22시이후 운영중단▶카페 포장·배달만 가능▶식당 22시이후 포장·배달만 가능 ,2
44109,"[담양군청] 설 연휴기간(2.11.~14.) 보건소 선별진료소(9:00~18:00), 담양사랑병원 응급실(24시간), 담양종로약국(9:00~20:00) 운영합니다 ",2
49583,"[인천서구청] 최근 헬스장, 학교, 회사 등에서 산발적 감염이 지속되고 있습니다. ▲마스크 착용 ▲식사 중 대화자제 ▲주기적 환기·소독 등 방역수칙을 준수바랍니다 ",1
14968,"[영주시청]9.28.(월) 00:00~ 10.4.(일) 24:00까지 유흥주점, 콜라텍, 단란주점, 감성주점, 헌팅포차에 대하여 집합금지됨을 알려드립니다. ",2
45464,[태백시청] 코로나19 집단 감염이 지속 발생되고 있습니다. 타지역 방문 자제 및 5명부터 사적 모임 금지(직계가족 제외)·마스크 착용 등 방역수칙 준수바랍니다. ,1
15160,"[하동군청]코로나19 확산방지를 위해,이번 추석은 친지방문 대신 안부전화로,모임과 외출자제,올바른 마스크착용,거리두기 등으로 가족의 건강을 지켜주시기 바랍니다. ",0
27561,[여수시청] 금일 보건소 선별진료소는 20시까지 운영합니다. ,2
20233,[고령군청]경북도내 코로나19 확산에 따라 모임과 여행을 자제하시고 증상 발현시 외출 및 외부인접촉을 삼가하고 보건소 상담 바랍니다. ,1
19313,"[영광군청] 서울,경기,경남등 전국에서 코로나19 확진자 다수 발생, 타지역 방문 자제,마스크 착용,다중이용시설 내 발열검사 등 수칙 준수 바랍니다. ",1
51133,"[구리시청]식당, 카페 등 다중이용시설 방문시, 전화 한 통으로 출입인증 하세요. 건강상태질문서, QR코드로도 인증 가능 eguri.kr/222270679050 ",0
48568,"[완도군청]전국적으로 3밀(밀집·밀폐·밀접)환경이 코로나 감염원인이 되고 있습니다. 5인이상 사적모임 금지,개인위생 철저,주기적 환기 등 방역수칙 준수 바랍니다. ",0
10578,[전남도청]무증상 감염자 증가하고 있으니 항상 마스크 바로 쓰셔야합니다. 승강기 등 좁은 공간에 한꺼번에 많은 사람이 타지 않는 등 거리 두기 지켜주시기 바랍니다 ,1
37843,[나주시청] 1.13. 수요일부터 선별진료소 운영시간을 09:00~18:00로 변경 운영합니다. ,2
35960,[남해군청] 2단계 수칙 ▶종교활동 비대면 예배·미사·법회·시일식 실시 ▶아파트 내 편의시설 운영중단 ▶주민센터 문화·교육강좌 등 프로그램 운영 중단합니다. ,2
22889,"[광양시청] 코로나19 전국 500명대로 급증. 타지역방문 및 외부인 접촉자제, 모임·행사 자제, 실내외 마스크 착용, 의심증상시 선별진료소 검사 바랍니다. ",1
29055,[서천군청](1보)타 지역 확진자와의 접촉자가 계속 발생하고 있습니다. 연말연시 타 지역 방문과 가족·지인간 모임·행사 등 최소화 바랍니다. ,1
24298,"[군위군청]12. 1부터 사회적 거리두기 1.5단계 시행.다중이용시설 인원제한,마스크 착용 등 방역이 강화되니 수칙준수 바라며,상세내용은 군청홈페이지 참고바랍니다 ",2
38416,[남해군청] 코로나19 예방 수칙▶주말 타 지역 방문·외부인 만남 자제▶비대면 종교활동▶호흡기 유증상시 선별진료소 상담▶항상 마스크 착용해주시기 바랍니다. ,0
6787,"[속초시청]오늘부터 사회적거리두기 2단계가 시행됩니다. 모임자제, 마스크착용필수, 손소독, 거리두기 등 방역수칙을 준수하여 주시기 바랍니다.033-639-2968 ",2
52655,"[완도군청] 결혼 시즌, 코로나19 예방위해 결혼식 피로연 생략 및 답례품 활용 바라며, 다중이용시설 방문 시 마스크 착용, 거리두기 등 방역수칙 준수바랍니다. ",0
1754,"[고창군청] 코로나19 확진자가 발생하고 있는 광주 등 타지역 방문, 행사, 소규모 모임을 자제하시고, 올바른 마스크 착용 및 손씻기 등 방역수칙을 준수바랍니다. ",0
10932,[중대본]거리두기 2단계는 실천이 중요합니다.▲불필요한 외출·모임은 연기나 취소 ▲마스크 반드시 착용▲2m 거리두기▲밀집·밀폐·밀접장소 가지 않기를 지켜주세요. ,2
14268,"[대구광역시]""마스크 쓰GO 운동""에 적극 참여합시다! 대구희망지원금 신청이 9.25.(금)마감되오니 미신청인은 신용·체크카드나 대구행복페이로 신청하시기 바랍니다 ",2
7420,"[장흥군청] 코로나19 지역사회 감염이 확산되고 있습니다. 군민들께서는 타지역 방문 자제, 외출 및 모임 자제, 마스크 착용, 손씻기 등 방역수칙 준수바랍니다. ",1
47538,"[기장군청] 2/15~2/28까지 사회적거리두기 1.5단계 알림. 5인이상 모임금지, 여행, 외출자제 및 마스크 착용 필수 등 방역수칙 준수바랍니다. ",2
13967,"[영양군청]금년 추석은 고향방문과 외출, 모임, 여행을 자제하시고 마트, 전통시장 등 다중이용시설 방문시 반드시 마스크 착용 바랍니다. ",0
49970,"[함평군청] (전남지사 행정명령)코로나 확산 차단을 위해, 1인 이상 외국인 고용 사업주께서는 고용 외국인이 보건소에서 3.31.까지 검사받도록 조치하여 주십시오 ",2
40654,"[청양군청] 인접 시군에서 코로나19 확진자 지속발생 중입니다. 타지역 방문자제 및 방역수칙 준수 바라며, 감기 등 증상 의심 시 보건의료원 방문 검사 바랍니다. ",1
30373,"[청송군청] 전국연일 코로나1,000명이상 확진 코로나의심 등 검사를 원하시는 분은 청송군보건의료원(선별진료소)방문 검사바라며, 마스크착용 방역수칙 준수바랍니다 ",1
15941,"[해남군청] 연휴 마지막날 코로나19 예방을 위해, 비대면 종교활동 협조, 외출·모임·타지역 방문 자제, 마스크 착용 및 손씻기 철저 등 방역수칙 준수 바랍니다. ",0
12181,"[부안군청] 수도권 코로나 확산 지속,소모임 및 외부 방문객 만남을 자제하고 마스크 착용, 손씻기,다중이용시설 이용자제 등 방역수칙을 준수하여 청정부안 지킵시다. ",1
23119,[영월군청] 우리군 확진자 다수 발생으로 보건소 일반진료 업무를 11월 27일부터 상황해제시까지 중단함을 알려드립니다.(주천통합보건지소의 선별진료소 운영) ,2
6353,[전라북도청2] 종교 소모임과 식사제공을 금지하시기 바랍니다. 고위험시설과 다중이용시설은 방역수칙 준수 철저 의무화 조치에 적극 협조하여 주시기 바랍니다. ,0
15200,"[정읍시청]추석특별방역기간(9.28~10.4)코로나19확산방지를 위해 유흥주점,콜라텍,단란주점,감성주점,헌팅포자 형태의 운영업종은 집합금지임을 알려드립니다 ",2
13659,[청양군청] 코로나19 감염 예방을 위한 최고의 백신은 ▲마스크 착용 ▲사회적 거리두기 입니다. 철저한 방역수칙 준수로 가족과 이웃을 지켜주세요. ,0
34360,"[수영구청]연말연시 방역강화 특별대책 기간(12.31. 12시~1.1. 9시) 금련산 각 전망대 일원, 백산 정상 진조말산 정상, ~계속 ",2
35507,"[김천시청] ⑨종교활동 비대면 전환, 힘들고 어려운 시기이지만 사회적 거리두기에 적극 동참 바랍니다. ",0
2862,"[중구청] 중구 코로나19 확진자 발생(중구-2), 마스크 반드시 착용, 사회적 거리두기 등 방역수칙 준수바랍니다. ",0
22658,"[익산시청]자가격리중인사람도 발생빈도가 높아지고 잠복기가 길고 강도가 세지고 있으니, 타인과 접촉자제 및 마스크 착용 등 방역수칙을 철저히 하여 주시기바랍니다. ",0
42576,"[진안군청]코로나19 무료선별진료소 운영/보건소1개소/만남의광장2개소(드라이브스루형,일반형/운영시간 09시~18시/검사비 무료/마스크 착용 필수 ",2
16336,"[무주군청] 코로나19▲발열,기침,미각·후각 상실 등 증상시▲외출하지마시고▲선별진료소 문의(320-8360) 후 검사 받으시기 바랍니다▲마스크 착용은 필수입니다. ",0
9896,[태안군청] 코로나19 확산방지를 위해서는 마스크 착용이 매우 중요합니다. 부득이하게 외출 시 반드시 마크스 착용을 부탁드립니다. ,0
14840,"[담양군청]주말 종교활동은 비대면으로 실시하시고 추석 장보기를 위해 전통시장, 마트 등 방문 시 마스크 착용과 거리두기를 반드시 준수하시기 바랍니다. ",0
3154,"[순창군청] 수도권에서 코로나19가 무증상, 경증환자를 통해 전파되고 있으니, 연휴기간 수도권 방문 및 소모임 자제, 사회적 거리두기, 마스크 착용 실천바랍니다 ",1
13762,[완도군청] 코로나19 예방 위해 완도전통시장(5일장) 방문 시 마스크를 꼭 착용하셔야 합니다. 마스크를 착용하지 않는 분은 시장 방문을 통제합니니다. ,0
23760,"[남해군청] 주말 종교활동, 불필요한 모임 및 외출을 자제하여 주시고, 마스크 착용, 손씻기 등 방역수칙을 꼭 준수하여 주시기 바랍니다. ",0
18015,"[문경시청] 코로나19 확산 예방을 위해 가을철 행사, 여행 시 마스크 착용, 손 씻기 등 방역수칙 준수 ▶밀집,밀폐,밀접 시설 방문을 자제해 주시기 바랍니다. ",0
213,"[논산시청]최근 확진자발생 관련, 의료기체험장, 장례식장 등 사람이 많이 모이는 곳 방문하지 않기. 외출시 외부인과의 접촉을 피하고 반드시 마스크착용바랍니다. ",1
24321,"[서천군청]오늘부터 사회적 거리두기가 1.5단계로 격상됩니다. 다중이용시설 인원제한 등 방역수칙이 강화되오니, 외출 자제,마스크 착용 등 방역수칙 준수 바랍니다. ",2
16997,"[중대본]사회적 거리두기가 1단계로 완화되었으나 방역수칙은 더 잘 지켜져야 합니다. 다중이용시설에서 마스크 착용, 거리두기 등 방역수칙을 꼭 지켜주시기 바랍니다. ",2
17428,[수영구청]부산전역에 코로나 신규확진자가 계속 발생하고 있습니다. 마스크착용 등 개인방역 수칙을 철저히 준수하여 코로나 확산방지에 최선을 다해주시기 바랍니다. ,1
43192,[의왕시청] 코로나19 확산방지를 위해 설연휴(2.11.~14.) 의왕하늘쉼터 전면 폐쇄합니다. 세부사항 블로그 참고바랍니다. reurl.kr/CDF6836ED ,2
7977,[홍성군청]수도권발 코로나19 확진자가 지속적으로 확산되고 있음. 타지역방문· 타인과 접촉· 소규모모임 자제. 마스크착용 의무화 등 사회적거리두기 실천바랍니다. ,1
10183,"[진도군청]코로나19 확산 방지를 위해 모든 종교활동은 비대면, 온라인 예배로 해주실 것을 강력히 권고합니다. 일상속 마스크 착용 등 방역수칙을 준수 바랍니다. ",0
17111,"[곡성군청] 전국 코로나19 확진자가 다수 발생하고 있습니다. 타지역 모임과 외출을 자제하시고 실내외 마스크 착용, 거리두기 준수 바랍니다. ",1
2304,[보성군] 슬기로운 휴가생활을 위해 ▲발열 호흡기 증상시 여행가지 않기 ▲혼잡하고 밀폐·밀접된 장소 피하기 ▲사람간 2m거리두기 ▲마스크 착용은 필수입니다. ,0
30051,"[익산시청]코로나 지역감염 본격화에 따른 온라인 예배와 비대면 종교 활동 권고, 마스크 상시착용, 사업장별 개인별 방역수칙 철저 이행, 모임 및 타지역 방문 자제 ",1
27357,[완도군청]최근 김장철 가족·친지 모임으로 타지역에서 감염자가 발생되고 있습니다. 코로나 예방위해 올 겨울 김장은 귀성·귀경을 자제하고 택배를 이용하시기바랍니다. ,1
51663,"[전남도청]코로나19 확산 예방을 위해 사업장, 동호회 등 √5인 이상 사적모임 금지 √마스크 착용 √거리두기 √음식물 섭취 중 대화자제 등 방역수칙 준수바랍니다 ",0
11304,"[거창군청]사회적거리두기 2단계가 9. 20.(일)까지 연장되었습니다. 불필요한 외출·모임·다중이용시설·타지역방문을 자제하고, 핵심방역수칙을 준수하시기 바랍니다. ",2
47454,[성남시청] 코로나 확진자 발생으로 2월 26일(금)부터 별도안내시까지 분당구보건소 및 선별진료소는 일시 운영 중단됩니다. corona.seongnam.go.kr ,2
40566,"[하동군청]최근 가족간 코로나19전파가 증가하고 있습니다.친·인척 왕래 자제,음식물섭취 시 대화자제, 의심되면 가까운 선별진료소에서 검사 받으시기 바랍니다. ",1
13160,[담양군청] 추석명절 코로나19 확산방지를 위하여 가정내에서 /실내 마스크 착용 일상화/ 실내 환기하기/ 일정한 거리두기 등 방역수칙을 준수하여 주시기 바랍니다. ,0
4152,"[아산시청] 서울과 경기지역 교회를 중심으로 신종 코로나 감염증 환자가 속출하고 있습니다. 마스크 착용과 손 씻기, 생활 속 거리두기로 집단감염을 예방합시다 ",1
20960,"[청송군청] 코로나19 확산방지를 위해 가족모임, 회식, 타지역 방문 자제, 마스크 의무착용 등 방역수칙 준수바랍니다. ",0
17940,"[기장군 사회적 거리두기 1단계 3원칙] 1.마스크 착용 필수 2.각종 시설 방문시 방역수칙 준수 철저 3.불필요한 행사,모임 참석 및 다중이용시설 방문 자제 ",2
43489,"[부산진구청] 임시 선별검사소(부전도서관 앞 놀이마루, 전포대로209번길 26) 2.14.(일)까지(9∼17시) 운영, 검사비 무료, 주차불가 ",2
14300,[완도군청]추석을 앞두고 마트·시장에 사람이 몰리면 코로나 감염이 우려됩니다. 마트·시장 방문시 마스크를 꼭 착용하고 제수용품·선물은 미리 구입하기 바랍니다. ,0
14037,"[장수군청] 사회적거리두기 2단계 9.27(일)까지 연장. 추석명절 이동 자제, 손씻기, 올바른 마스크 착용, 타지역방문 및 모임 자제 등 방역수칙 준수바랍니다. ",2
5163,[임실군청] 8.19(수)부터 마스크 착용 의무화 행정조치를 시행합니다. 실내(음식물 섭취 등 불가피한 경우 제외)에서는 반드시 마스크를 착용하시기 바랍니다. ,2
7216,"[진천군청]사회적 거리두기 2단계 시행. 불요불급한 외출·모임 자제, 다중이용시설 이용 자제, 실내·외 반드시 마스크 착용 등 개인방역수칙 철저히 준수 바랍니다. ",2
10838,"[진도군청] 무증상 등에 의한 코로나19확산이 심각한 상황입니다. ▲주말 타지역 방문과 외부인 안만나기 ▲외출, 모임자제 ▲기침예절 등 방역수칙을 준수 바랍니다. ",1
43755,[포항시청]설 명절(2.11~2.14) 선별진료소 운영 안내 장소 남북구보건소 시간 오전9시~오후6시 그 외 선별진료소는 운영되지 않으니 착오 없으시기 바랍니다. ,2
6587,"[곡성군청]인근 순천시 오늘 3명 포함 총 18명의 코로나19 확진자 발생. 순천 방문을 최대한 자제해주시고, 종교시설에서는 비대면 예배를 강력히 권고드립니다. ",1
52530,"[부안군청2] 코로나19 예방을 위해 타지역 방문 및 외부인 접촉 자제, 마스크 착용, 시설 소독 및 환기 등 생활방역수칙을 준수하여 주시기 바랍니다. ",0
12086,[안동시청]코로나19 예방을 위해 ▲벌초는 대행서비스이용 ▲불필요한 외출 및 타 지역 방문자제 ▲종교활동 비대면실시 ▲마스크 착용철저 등 개인방역수칙 준수바랍니다 ,0
19322,[담양군청]최근 광주·전남 지역에서 코로나 감염세가 확산되고 있습니다. 군민들께서는 발생지역 방문자제 및 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. ,1
3473,"[장성군청] 광주광역시 코로나19 확진자 다수발생, 광주방문 자제와 마스크 착용, 위생수칙을 준수하시고 증상이 있거나 의심 될 경우 관할 보건소로 문의 바랍니다. ",1
